pattern,n,operation,structure,time_us
Random,100,Deletion,AVLTreeMap,35.84
Random,200,Deletion,AVLTreeMap,55.74
Random,300,Deletion,AVLTreeMap,80.06
Random,400,Deletion,AVLTreeMap,93.58
Random,500,Deletion,AVLTreeMap,130.56
Random,600,Deletion,AVLTreeMap,80.06
Random,700,Deletion,AVLTreeMap,79.1
Random,800,Deletion,AVLTreeMap,86.22
Random,900,Deletion,AVLTreeMap,114.26
Random,1000,Deletion,AVLTreeMap,132.92
Random,1500,Deletion,AVLTreeMap,188.04
Random,2000,Deletion,AVLTreeMap,261.46
Random,2500,Deletion,AVLTreeMap,420.62
Random,3000,Deletion,AVLTreeMap,465.28
Random,3500,Deletion,AVLTreeMap,719.1
Random,4000,Deletion,AVLTreeMap,582.68
Random,4500,Deletion,AVLTreeMap,630.68
Random,5000,Deletion,AVLTreeMap,745.14
Random,6000,Deletion,AVLTreeMap,912.28
Random,7000,Deletion,AVLTreeMap,1039.48
Random,8000,Deletion,AVLTreeMap,1372.52
Random,9000,Deletion,AVLTreeMap,1429.06
Random,10000,Deletion,AVLTreeMap,1559.24
Random,100,Deletion,TreeMap,49.1
Random,200,Deletion,TreeMap,63.38
Random,300,Deletion,TreeMap,36.4
Random,400,Deletion,TreeMap,45.3
Random,500,Deletion,TreeMap,171.38
Random,600,Deletion,TreeMap,65.58
Random,700,Deletion,TreeMap,72.64
Random,800,Deletion,TreeMap,176.62
Random,900,Deletion,TreeMap,88.56
Random,1000,Deletion,TreeMap,95.54
Random,1500,Deletion,TreeMap,184.88
Random,2000,Deletion,TreeMap,367.54
Random,2500,Deletion,TreeMap,265.04
Random,3000,Deletion,TreeMap,339.34
Random,3500,Deletion,TreeMap,352.16
Random,4000,Deletion,TreeMap,408.54
Random,4500,Deletion,TreeMap,428.38
Random,5000,Deletion,TreeMap,506.8
Random,6000,Deletion,TreeMap,606.18
Random,7000,Deletion,TreeMap,715.04
Random,8000,Deletion,TreeMap,833.7
Random,9000,Deletion,TreeMap,995.14
Random,10000,Deletion,TreeMap,1088.02
Sorted Ascending,100,Deletion,Treap,3.04
Sorted Ascending,200,Deletion,Treap,6.78
Sorted Ascending,300,Deletion,Treap,9.9
Sorted Ascending,400,Deletion,Treap,14.2
Sorted Ascending,500,Deletion,Treap,17.1
Sorted Ascending,600,Deletion,Treap,22.34
Sorted Ascending,700,Deletion,Treap,25.94
Sorted Ascending,800,Deletion,Treap,26.46
Sorted Ascending,900,Deletion,Treap,32.04
Sorted Ascending,1000,Deletion,Treap,33.16
Sorted Ascending,1500,Deletion,Treap,50.58
Sorted Ascending,2000,Deletion,Treap,70.64
Sorted Ascending,2500,Deletion,Treap,96.34
Sorted Ascending,3000,Deletion,Treap,114.68
Sorted Ascending,3500,Deletion,Treap,134.8
Sorted Ascending,4000,Deletion,Treap,142.16
Sorted Ascending,4500,Deletion,Treap,160.0
Sorted Ascending,5000,Deletion,Treap,195.7
Sorted Ascending,6000,Deletion,Treap,248.96
Sorted Ascending,7000,Deletion,Treap,284.6
Sorted Ascending,8000,Deletion,Treap,313.44
Sorted Ascending,9000,Deletion,Treap,373.54
Sorted Ascending,10000,Deletion,Treap,411.36
Sorted Ascending,100,Deletion,AVLTreeMap,3.38
Sorted Ascending,200,Deletion,AVLTreeMap,6.9
Sorted Ascending,300,Deletion,AVLTreeMap,10.32
Sorted Ascending,400,Deletion,AVLTreeMap,14.06
Sorted Ascending,500,Deletion,AVLTreeMap,18.6
Sorted Ascending,600,Deletion,AVLTreeMap,21.36
Sorted Ascending,700,Deletion,AVLTreeMap,25.2
Sorted Ascending,800,Deletion,AVLTreeMap,28.56
Sorted Ascending,900,Deletion,AVLTreeMap,32.0
Sorted Ascending,1000,Deletion,AVLTreeMap,37.68
Sorted Ascending,1500,Deletion,AVLTreeMap,56.64
Sorted Ascending,2000,Deletion,AVLTreeMap,76.52
Sorted Ascending,2500,Deletion,AVLTreeMap,94.7
Sorted Ascending,3000,Deletion,AVLTreeMap,119.3
Sorted Ascending,3500,Deletion,AVLTreeMap,133.08
Sorted Ascending,4000,Deletion,AVLTreeMap,150.98
Sorted Ascending,4500,Deletion,AVLTreeMap,169.5
Sorted Ascending,5000,Deletion,AVLTreeMap,184.4
Sorted Ascending,6000,Deletion,AVLTreeMap,302.56
Sorted Ascending,7000,Deletion,AVLTreeMap,278.44
Sorted Ascending,8000,Deletion,AVLTreeMap,319.18
Sorted Ascending,9000,Deletion,AVLTreeMap,385.76
Sorted Ascending,10000,Deletion,AVLTreeMap,413.28
Sorted Ascending,100,Deletion,TreeMap,2.14
Sorted Ascending,200,Deletion,TreeMap,4.34
Sorted Ascending,300,Deletion,TreeMap,6.04
Sorted Ascending,400,Deletion,TreeMap,8.24
Sorted Ascending,500,Deletion,TreeMap,10.94
Sorted Ascending,600,Deletion,TreeMap,12.64
Sorted Ascending,700,Deletion,TreeMap,16.44
Sorted Ascending,800,Deletion,TreeMap,18.92
Sorted Ascending,900,Deletion,TreeMap,18.3
Sorted Ascending,1000,Deletion,TreeMap,24.04
Sorted Ascending,1500,Deletion,TreeMap,39.34
Sorted Ascending,2000,Deletion,TreeMap,51.08
Sorted Ascending,2500,Deletion,TreeMap,58.64
Sorted Ascending,3000,Deletion,TreeMap,71.92
Sorted Ascending,3500,Deletion,TreeMap,86.02
Sorted Ascending,4000,Deletion,TreeMap,102.76
Sorted Ascending,4500,Deletion,TreeMap,115.1
Sorted Ascending,5000,Deletion,TreeMap,124.28
Sorted Ascending,6000,Deletion,TreeMap,182.66
Sorted Ascending,7000,Deletion,TreeMap,200.56
Sorted Ascending,8000,Deletion,TreeMap,228.16
Sorted Ascending,9000,Deletion,TreeMap,258.94
Sorted Ascending,10000,Deletion,TreeMap,315.08
Sorted Descending,100,Deletion,Treap,2.52
Sorted Descending,200,Deletion,Treap,5.16
Sorted Descending,300,Deletion,Treap,7.76
Sorted Descending,400,Deletion,Treap,11.02
Sorted Descending,500,Deletion,Treap,13.62
Sorted Descending,600,Deletion,Treap,15.8
Sorted Descending,700,Deletion,Treap,19.2
Sorted Descending,800,Deletion,Treap,21.54
Sorted Descending,900,Deletion,Treap,27.36
Sorted Descending,1000,Deletion,Treap,26.46
Sorted Descending,1500,Deletion,Treap,43.44
Sorted Descending,2000,Deletion,Treap,56.38
Sorted Descending,2500,Deletion,Treap,73.58
Sorted Descending,3000,Deletion,Treap,88.18
Sorted Descending,3500,Deletion,Treap,97.54
Sorted Descending,4000,Deletion,Treap,121.4
Sorted Descending,4500,Deletion,Treap,132.18
Sorted Descending,5000,Deletion,Treap,137.56
Sorted Descending,6000,Deletion,Treap,189.84
Sorted Descending,7000,Deletion,Treap,217.06
Sorted Descending,8000,Deletion,Treap,245.6
Sorted Descending,9000,Deletion,Treap,291.9
Sorted Descending,10000,Deletion,Treap,329.22
Sorted Descending,100,Deletion,AVLTreeMap,3.36
Sorted Descending,200,Deletion,AVLTreeMap,6.32
Sorted Descending,300,Deletion,AVLTreeMap,9.4
Sorted Descending,400,Deletion,AVLTreeMap,12.22
Sorted Descending,500,Deletion,AVLTreeMap,15.62
Sorted Descending,600,Deletion,AVLTreeMap,18.6
Sorted Descending,700,Deletion,AVLTreeMap,21.7
Sorted Descending,800,Deletion,AVLTreeMap,25.24
Sorted Descending,900,Deletion,AVLTreeMap,29.4
Sorted Descending,1000,Deletion,AVLTreeMap,39.26
Sorted Descending,1500,Deletion,AVLTreeMap,51.34
Sorted Descending,2000,Deletion,AVLTreeMap,70.8
Sorted Descending,2500,Deletion,AVLTreeMap,82.02
Sorted Descending,3000,Deletion,AVLTreeMap,97.58
Sorted Descending,3500,Deletion,AVLTreeMap,112.8
Sorted Descending,4000,Deletion,AVLTreeMap,131.94
Sorted Descending,4500,Deletion,AVLTreeMap,153.46
Sorted Descending,5000,Deletion,AVLTreeMap,167.48
Sorted Descending,6000,Deletion,AVLTreeMap,199.02
Sorted Descending,7000,Deletion,AVLTreeMap,242.0
Sorted Descending,8000,Deletion,AVLTreeMap,283.48
Sorted Descending,9000,Deletion,AVLTreeMap,317.16
Sorted Descending,10000,Deletion,AVLTreeMap,795.9
Sorted Descending,100,Deletion,TreeMap,2.12
Sorted Descending,200,Deletion,TreeMap,3.62
Sorted Descending,300,Deletion,TreeMap,5.44
Sorted Descending,400,Deletion,TreeMap,7.48
Sorted Descending,500,Deletion,TreeMap,9.32
Sorted Descending,600,Deletion,TreeMap,11.74
Sorted Descending,700,Deletion,TreeMap,13.02
Sorted Descending,800,Deletion,TreeMap,16.1
Sorted Descending,900,Deletion,TreeMap,22.54
Sorted Descending,1000,Deletion,TreeMap,23.0
Sorted Descending,1500,Deletion,TreeMap,30.26
Sorted Descending,2000,Deletion,TreeMap,40.54
Sorted Descending,2500,Deletion,TreeMap,50.2
Sorted Descending,3000,Deletion,TreeMap,63.94
Sorted Descending,3500,Deletion,TreeMap,78.66
Sorted Descending,4000,Deletion,TreeMap,86.2
Sorted Descending,4500,Deletion,TreeMap,91.44
Sorted Descending,5000,Deletion,TreeMap,124.42
Sorted Descending,6000,Deletion,TreeMap,134.82
Sorted Descending,7000,Deletion,TreeMap,179.36
Sorted Descending,8000,Deletion,TreeMap,206.18
Sorted Descending,9000,Deletion,TreeMap,223.74
Sorted Descending,10000,Deletion,TreeMap,254.58
Partially Sorted,100,Deletion,Treap,6.8
Partially Sorted,200,Deletion,Treap,14.58
Partially Sorted,300,Deletion,Treap,22.66
Partially Sorted,400,Deletion,Treap,31.18
Partially Sorted,500,Deletion,Treap,40.66
Partially Sorted,600,Deletion,Treap,49.42
Partially Sorted,700,Deletion,Treap,58.18
Partially Sorted,800,Deletion,Treap,65.54
Partially Sorted,900,Deletion,Treap,76.92
Partially Sorted,1000,Deletion,Treap,139.72
Partially Sorted,1500,Deletion,Treap,138.4
Partially Sorted,2000,Deletion,Treap,220.12
Partially Sorted,2500,Deletion,Treap,245.66
Partially Sorted,3000,Deletion,Treap,309.26
Partially Sorted,3500,Deletion,Treap,360.06
Partially Sorted,4000,Deletion,Treap,706.24
Partially Sorted,4500,Deletion,Treap,435.28
Partially Sorted,5000,Deletion,Treap,509.28
Partially Sorted,6000,Deletion,Treap,685.12
Partially Sorted,7000,Deletion,Treap,786.94
Partially Sorted,8000,Deletion,Treap,924.78
Partially Sorted,9000,Deletion,Treap,1035.54
Partially Sorted,10000,Deletion,Treap,1284.62
Partially Sorted,100,Deletion,AVLTreeMap,4.58
Partially Sorted,200,Deletion,AVLTreeMap,12.3
Partially Sorted,300,Deletion,AVLTreeMap,18.18
Partially Sorted,400,Deletion,AVLTreeMap,27.76
Partially Sorted,500,Deletion,AVLTreeMap,33.24
Partially Sorted,600,Deletion,AVLTreeMap,43.66
Partially Sorted,700,Deletion,AVLTreeMap,55.84
Partially Sorted,800,Deletion,AVLTreeMap,61.2
Partially Sorted,900,Deletion,AVLTreeMap,74.14
Partially Sorted,1000,Deletion,AVLTreeMap,79.92
Partially Sorted,1500,Deletion,AVLTreeMap,153.26
Partially Sorted,2000,Deletion,AVLTreeMap,191.92
Partially Sorted,2500,Deletion,AVLTreeMap,239.22
Partially Sorted,3000,Deletion,AVLTreeMap,303.3
Partially Sorted,3500,Deletion,AVLTreeMap,365.98
Partially Sorted,4000,Deletion,AVLTreeMap,409.54
Partially Sorted,4500,Deletion,AVLTreeMap,447.8
Partially Sorted,5000,Deletion,AVLTreeMap,526.96
Partially Sorted,6000,Deletion,AVLTreeMap,693.88
Partially Sorted,7000,Deletion,AVLTreeMap,766.8
Partially Sorted,8000,Deletion,AVLTreeMap,885.18
Partially Sorted,9000,Deletion,AVLTreeMap,1219.86
Partially Sorted,10000,Deletion,AVLTreeMap,1119.0
Partially Sorted,100,Deletion,TreeMap,2.8
Partially Sorted,200,Deletion,TreeMap,6.52
Partially Sorted,300,Deletion,TreeMap,12.18
Partially Sorted,400,Deletion,TreeMap,18.04
Partially Sorted,500,Deletion,TreeMap,27.98
Partially Sorted,600,Deletion,TreeMap,29.3
Partially Sorted,700,Deletion,TreeMap,35.18
Partially Sorted,800,Deletion,TreeMap,41.64
Partially Sorted,900,Deletion,TreeMap,51.62
Partially Sorted,1000,Deletion,TreeMap,98.74
Partially Sorted,1500,Deletion,TreeMap,93.2
Partially Sorted,2000,Deletion,TreeMap,130.68
Partially Sorted,2500,Deletion,TreeMap,165.36
Partially Sorted,3000,Deletion,TreeMap,194.52
Partially Sorted,3500,Deletion,TreeMap,243.56
Partially Sorted,4000,Deletion,TreeMap,265.92
Partially Sorted,4500,Deletion,TreeMap,323.86
Partially Sorted,5000,Deletion,TreeMap,344.82
Partially Sorted,6000,Deletion,TreeMap,435.64
Partially Sorted,7000,Deletion,TreeMap,519.5
Partially Sorted,8000,Deletion,TreeMap,655.42
Partially Sorted,9000,Deletion,TreeMap,702.92
Partially Sorted,10000,Deletion,TreeMap,784.46
Random,100,Traversal,Treap,97.6
Random,200,Traversal,Treap,70.82
Random,300,Traversal,Treap,96.24
Random,400,Traversal,Treap,103.92
Random,500,Traversal,Treap,112.76
Random,600,Traversal,Treap,129.58
Random,700,Traversal,Treap,144.4
Random,800,Traversal,Treap,202.42
Random,900,Traversal,Treap,187.34
Random,1000,Traversal,Treap,126.86
Random,1500,Traversal,Treap,172.12
Random,2000,Traversal,Treap,157.82
Random,2500,Traversal,Treap,205.4
Random,3000,Traversal,Treap,189.28
Random,3500,Traversal,Treap,139.62
Random,4000,Traversal,Treap,137.28
Random,4500,Traversal,Treap,126.98
Random,5000,Traversal,Treap,146.1
Random,6000,Traversal,Treap,169.42
Random,7000,Traversal,Treap,234.4
Random,8000,Traversal,Treap,227.04
Random,9000,Traversal,Treap,376.12
Random,10000,Traversal,Treap,318.78
Random,100,Traversal,AVLTreeMap,38.32
Random,200,Traversal,AVLTreeMap,66.9
Random,300,Traversal,AVLTreeMap,99.12
Random,400,Traversal,AVLTreeMap,110.16
Random,500,Traversal,AVLTreeMap,124.88
Random,600,Traversal,AVLTreeMap,129.42
Random,700,Traversal,AVLTreeMap,144.06
Random,800,Traversal,AVLTreeMap,158.68
Random,900,Traversal,AVLTreeMap,118.24
Random,1000,Traversal,AVLTreeMap,125.9
Random,1500,Traversal,AVLTreeMap,158.72
Random,2000,Traversal,AVLTreeMap,159.16
Random,2500,Traversal,AVLTreeMap,203.32
Random,3000,Traversal,AVLTreeMap,140.3
Random,3500,Traversal,AVLTreeMap,125.76
Random,4000,Traversal,AVLTreeMap,84.98
Random,4500,Traversal,AVLTreeMap,117.34
Random,5000,Traversal,AVLTreeMap,121.54
Random,6000,Traversal,AVLTreeMap,144.82
Random,7000,Traversal,AVLTreeMap,157.54
Random,8000,Traversal,AVLTreeMap,238.74
Random,9000,Traversal,AVLTreeMap,202.58
Random,10000,Traversal,AVLTreeMap,273.8
Random,100,Traversal,TreeMap,33.14
Random,200,Traversal,TreeMap,20.74
Random,300,Traversal,TreeMap,29.96
Random,400,Traversal,TreeMap,19.46
Random,500,Traversal,TreeMap,18.56
Random,600,Traversal,TreeMap,12.9
Random,700,Traversal,TreeMap,16.38
Random,800,Traversal,TreeMap,13.12
Random,900,Traversal,TreeMap,18.16
Random,1000,Traversal,TreeMap,17.04
Random,1500,Traversal,TreeMap,37.32
Random,2000,Traversal,TreeMap,246.78
Random,2500,Traversal,TreeMap,47.82
Random,3000,Traversal,TreeMap,58.0
Random,3500,Traversal,TreeMap,36.28
Random,4000,Traversal,TreeMap,35.92
Random,4500,Traversal,TreeMap,45.18
Random,5000,Traversal,TreeMap,54.54
Random,6000,Traversal,TreeMap,58.42
Random,7000,Traversal,TreeMap,83.12
Random,8000,Traversal,TreeMap,111.96
Random,9000,Traversal,TreeMap,119.96
Random,10000,Traversal,TreeMap,131.62
Sorted Ascending,100,Traversal,Treap,1.94
Sorted Ascending,200,Traversal,Treap,3.62
Sorted Ascending,300,Traversal,Treap,4.72
Sorted Ascending,400,Traversal,Treap,6.02
Sorted Ascending,500,Traversal,Treap,11.52
Sorted Ascending,600,Traversal,Treap,14.62
Sorted Ascending,700,Traversal,Treap,11.02
Sorted Ascending,800,Traversal,Treap,11.48
Sorted Ascending,900,Traversal,Treap,13.5
Sorted Ascending,1000,Traversal,Treap,16.64
Sorted Ascending,1500,Traversal,Treap,22.22
Sorted Ascending,2000,Traversal,Treap,34.62
Sorted Ascending,2500,Traversal,Treap,43.26
Sorted Ascending,3000,Traversal,Treap,58.82
Sorted Ascending,3500,Traversal,Treap,81.04
Sorted Ascending,4000,Traversal,Treap,63.2
Sorted Ascending,4500,Traversal,Treap,69.74
Sorted Ascending,5000,Traversal,Treap,81.04
Sorted Ascending,6000,Traversal,Treap,179.54
Sorted Ascending,7000,Traversal,Treap,142.22
Sorted Ascending,8000,Traversal,Treap,146.98
Sorted Ascending,9000,Traversal,Treap,204.52
Sorted Ascending,10000,Traversal,Treap,179.84
Sorted Ascending,100,Traversal,AVLTreeMap,1.54
Sorted Ascending,200,Traversal,AVLTreeMap,2.76
Sorted Ascending,300,Traversal,AVLTreeMap,3.8
Sorted Ascending,400,Traversal,AVLTreeMap,4.6
Sorted Ascending,500,Traversal,AVLTreeMap,7.96
Sorted Ascending,600,Traversal,AVLTreeMap,7.04
Sorted Ascending,700,Traversal,AVLTreeMap,8.86
Sorted Ascending,800,Traversal,AVLTreeMap,9.72
Sorted Ascending,900,Traversal,AVLTreeMap,10.62
Sorted Ascending,1000,Traversal,AVLTreeMap,14.0
Sorted Ascending,1500,Traversal,AVLTreeMap,19.58
Sorted Ascending,2000,Traversal,AVLTreeMap,25.82
Sorted Ascending,2500,Traversal,AVLTreeMap,33.16
Sorted Ascending,3000,Traversal,AVLTreeMap,59.76
Sorted Ascending,3500,Traversal,AVLTreeMap,52.08
Sorted Ascending,4000,Traversal,AVLTreeMap,52.02
Sorted Ascending,4500,Traversal,AVLTreeMap,60.38
Sorted Ascending,5000,Traversal,AVLTreeMap,78.86
Sorted Ascending,6000,Traversal,AVLTreeMap,102.34
Sorted Ascending,7000,Traversal,AVLTreeMap,104.4
Sorted Ascending,8000,Traversal,AVLTreeMap,111.82
Sorted Ascending,9000,Traversal,AVLTreeMap,140.62
Sorted Ascending,10000,Traversal,AVLTreeMap,149.12
Sorted Ascending,100,Traversal,TreeMap,0.46
Sorted Ascending,200,Traversal,TreeMap,0.74
Sorted Ascending,300,Traversal,TreeMap,1.14
Sorted Ascending,400,Traversal,TreeMap,1.3
Sorted Ascending,500,Traversal,TreeMap,1.64
Sorted Ascending,600,Traversal,TreeMap,1.98
Sorted Ascending,700,Traversal,TreeMap,2.48
Sorted Ascending,800,Traversal,TreeMap,2.76
Sorted Ascending,900,Traversal,TreeMap,2.96
Sorted Ascending,1000,Traversal,TreeMap,3.32
Sorted Ascending,1500,Traversal,TreeMap,8.32
Sorted Ascending,2000,Traversal,TreeMap,8.3
Sorted Ascending,2500,Traversal,TreeMap,9.54
Sorted Ascending,3000,Traversal,TreeMap,10.36
Sorted Ascending,3500,Traversal,TreeMap,15.48
Sorted Ascending,4000,Traversal,TreeMap,14.7
Sorted Ascending,4500,Traversal,TreeMap,14.72
Sorted Ascending,5000,Traversal,TreeMap,18.3
Sorted Ascending,6000,Traversal,TreeMap,20.58
Sorted Ascending,7000,Traversal,TreeMap,27.82
Sorted Ascending,8000,Traversal,TreeMap,32.32
Sorted Ascending,9000,Traversal,TreeMap,37.42
Sorted Ascending,10000,Traversal,TreeMap,39.2
Sorted Descending,100,Traversal,Treap,1.7
Sorted Descending,200,Traversal,Treap,3.1
Sorted Descending,300,Traversal,Treap,4.6
Sorted Descending,400,Traversal,Treap,5.74
Sorted Descending,500,Traversal,Treap,7.34
Sorted Descending,600,Traversal,Treap,8.58
Sorted Descending,700,Traversal,Treap,10.58
Sorted Descending,800,Traversal,Treap,11.84
Sorted Descending,900,Traversal,Treap,12.62
Sorted Descending,1000,Traversal,Treap,14.56
Sorted Descending,1500,Traversal,Treap,29.0
Sorted Descending,2000,Traversal,Treap,37.5
Sorted Descending,2500,Traversal,Treap,41.14
Sorted Descending,3000,Traversal,Treap,49.32
Sorted Descending,3500,Traversal,Treap,61.12
Sorted Descending,4000,Traversal,Treap,64.2
Sorted Descending,4500,Traversal,Treap,71.8
Sorted Descending,5000,Traversal,Treap,80.48
Sorted Descending,6000,Traversal,Treap,115.98
Sorted Descending,7000,Traversal,Treap,149.66
Sorted Descending,8000,Traversal,Treap,161.86
Sorted Descending,9000,Traversal,Treap,178.44
Sorted Descending,10000,Traversal,Treap,229.52
Sorted Descending,100,Traversal,AVLTreeMap,1.72
Sorted Descending,200,Traversal,AVLTreeMap,2.94
Sorted Descending,300,Traversal,AVLTreeMap,3.8
Sorted Descending,400,Traversal,AVLTreeMap,4.66
Sorted Descending,500,Traversal,AVLTreeMap,6.28
Sorted Descending,600,Traversal,AVLTreeMap,7.4
Sorted Descending,700,Traversal,AVLTreeMap,8.58
Sorted Descending,800,Traversal,AVLTreeMap,9.92
Sorted Descending,900,Traversal,AVLTreeMap,11.0
Sorted Descending,1000,Traversal,AVLTreeMap,19.14
Sorted Descending,1500,Traversal,AVLTreeMap,21.32
Sorted Descending,2000,Traversal,AVLTreeMap,30.3
Sorted Descending,2500,Traversal,AVLTreeMap,37.48
Sorted Descending,3000,Traversal,AVLTreeMap,52.16
Sorted Descending,3500,Traversal,AVLTreeMap,52.26
Sorted Descending,4000,Traversal,AVLTreeMap,78.6
Sorted Descending,4500,Traversal,AVLTreeMap,62.54
Sorted Descending,5000,Traversal,AVLTreeMap,70.74
Sorted Descending,6000,Traversal,AVLTreeMap,89.24
Sorted Descending,7000,Traversal,AVLTreeMap,120.52
Sorted Descending,8000,Traversal,AVLTreeMap,127.98
Sorted Descending,9000,Traversal,AVLTreeMap,141.06
Sorted Descending,10000,Traversal,AVLTreeMap,146.16
Sorted Descending,100,Traversal,TreeMap,0.42
Sorted Descending,200,Traversal,TreeMap,0.74
Sorted Descending,300,Traversal,TreeMap,1.1
Sorted Descending,400,Traversal,TreeMap,1.28
Sorted Descending,500,Traversal,TreeMap,1.72
Sorted Descending,600,Traversal,TreeMap,1.98
Sorted Descending,700,Traversal,TreeMap,2.36
Sorted Descending,800,Traversal,TreeMap,2.7
Sorted Descending,900,Traversal,TreeMap,3.16
Sorted Descending,1000,Traversal,TreeMap,3.46
Sorted Descending,1500,Traversal,TreeMap,4.92
Sorted Descending,2000,Traversal,TreeMap,7.68
Sorted Descending,2500,Traversal,TreeMap,9.22
Sorted Descending,3000,Traversal,TreeMap,11.84
Sorted Descending,3500,Traversal,TreeMap,13.38
Sorted Descending,4000,Traversal,TreeMap,20.42
Sorted Descending,4500,Traversal,TreeMap,15.12
Sorted Descending,5000,Traversal,TreeMap,30.94
Sorted Descending,6000,Traversal,TreeMap,39.86
Sorted Descending,7000,Traversal,TreeMap,30.9
Sorted Descending,8000,Traversal,TreeMap,38.1
Sorted Descending,9000,Traversal,TreeMap,36.26
Sorted Descending,10000,Traversal,TreeMap,36.36
Partially Sorted,100,Traversal,Treap,1.74
Partially Sorted,200,Traversal,Treap,4.36
Partially Sorted,300,Traversal,Treap,3.88
Partially Sorted,400,Traversal,Treap,5.52
Partially Sorted,500,Traversal,Treap,7.2
Partially Sorted,600,Traversal,Treap,8.82
Partially Sorted,700,Traversal,Treap,13.56
Partially Sorted,800,Traversal,Treap,12.66
Partially Sorted,900,Traversal,Treap,13.92
Partially Sorted,1000,Traversal,Treap,16.66
Partially Sorted,1500,Traversal,Treap,23.72
Partially Sorted,2000,Traversal,Treap,36.04
Partially Sorted,2500,Traversal,Treap,69.46
Partially Sorted,3000,Traversal,Treap,58.32
Partially Sorted,3500,Traversal,Treap,73.42
Partially Sorted,4000,Traversal,Treap,81.42
Partially Sorted,4500,Traversal,Treap,76.26
Partially Sorted,5000,Traversal,Treap,97.12
Partially Sorted,6000,Traversal,Treap,141.22
Partially Sorted,7000,Traversal,Treap,183.5
Partially Sorted,8000,Traversal,Treap,197.44
Partially Sorted,9000,Traversal,Treap,232.58
Partially Sorted,10000,Traversal,Treap,305.86
Partially Sorted,100,Traversal,AVLTreeMap,1.42
Partially Sorted,200,Traversal,AVLTreeMap,2.7
Partially Sorted,300,Traversal,AVLTreeMap,3.88
Partially Sorted,400,Traversal,AVLTreeMap,5.06
Partially Sorted,500,Traversal,AVLTreeMap,6.5
Partially Sorted,600,Traversal,AVLTreeMap,7.66
Partially Sorted,700,Traversal,AVLTreeMap,9.28
Partially Sorted,800,Traversal,AVLTreeMap,10.36
Partially Sorted,900,Traversal,AVLTreeMap,11.38
Partially Sorted,1000,Traversal,AVLTreeMap,14.18
Partially Sorted,1500,Traversal,AVLTreeMap,27.54
Partially Sorted,2000,Traversal,AVLTreeMap,30.5
Partially Sorted,2500,Traversal,AVLTreeMap,40.18
Partially Sorted,3000,Traversal,AVLTreeMap,51.5
Partially Sorted,3500,Traversal,AVLTreeMap,58.86
Partially Sorted,4000,Traversal,AVLTreeMap,68.08
Partially Sorted,4500,Traversal,AVLTreeMap,66.94
Partially Sorted,5000,Traversal,AVLTreeMap,92.54
Partially Sorted,6000,Traversal,AVLTreeMap,131.16
Partially Sorted,7000,Traversal,AVLTreeMap,122.14
Partially Sorted,8000,Traversal,AVLTreeMap,157.44
Partially Sorted,9000,Traversal,AVLTreeMap,195.88
Partially Sorted,10000,Traversal,AVLTreeMap,239.94
Partially Sorted,100,Traversal,TreeMap,0.42
Partially Sorted,200,Traversal,TreeMap,0.84
Partially Sorted,300,Traversal,TreeMap,1.24
Partially Sorted,400,Traversal,TreeMap,1.7
Partially Sorted,500,Traversal,TreeMap,3.84
Partially Sorted,600,Traversal,TreeMap,2.48
Partially Sorted,700,Traversal,TreeMap,2.96
Partially Sorted,800,Traversal,TreeMap,3.58
Partially Sorted,900,Traversal,TreeMap,4.18
Partially Sorted,1000,Traversal,TreeMap,10.02
Partially Sorted,1500,Traversal,TreeMap,10.86
Partially Sorted,2000,Traversal,TreeMap,12.9
Partially Sorted,2500,Traversal,TreeMap,16.78
Partially Sorted,3000,Traversal,TreeMap,20.36
Partially Sorted,3500,Traversal,TreeMap,23.84
Partially Sorted,4000,Traversal,TreeMap,24.56
Partially Sorted,4500,Traversal,TreeMap,25.6
Partially Sorted,5000,Traversal,TreeMap,39.16
Partially Sorted,6000,Traversal,TreeMap,50.9
Partially Sorted,7000,Traversal,TreeMap,54.1
Partially Sorted,8000,Traversal,TreeMap,69.26
Partially Sorted,9000,Traversal,TreeMap,83.82
Partially Sorted,10000,Traversal,TreeMap,90.94
